Stimulus Family,Variant,Condition,ROI,RCADS Scale,Score Column,N,Pearson r,Pearson CI 95% Low,Pearson CI 95% High,Pearson p,Spearman rho,Spearman p,Most Influential PID,Pearson r Without Most Influential PID,Leave-One-Out r Minimum,Leave-One-Out r Maximum,Pearson q (BH-FDR),Pearson q (BY-FDR),Pearson p (Holm),Spearman q (BH-FDR),Spearman q (BY-FDR),Spearman p (Holm)
Facial expression,All 35 participants,Neutral Happy,ROT,Generalized Anxiety,Generalized Anxiety Raw,35,0.4794142521072639,0.1739601236446595,0.7007127288214963,0.0035683687268506644,0.009351722122331454,0.9574790642843027,P27,-0.013037211842038418,-0.013037211842038418,0.5653745401441631,0.06423063708331196,0.3122129329047821,0.24756434149084333,0.9689128125656853,1.0,1.0
Facial expression,All 35 participants,Neutral Happy,ROT,Obsessive Compulsive,Obsessive Compulsive Raw,35,0.049873094866704104,-0.28816272470487586,0.37685627437978764,0.7760159685613118,-0.04639848567761068,0.7912632198942352,P30,0.10514813621747815,0.016691836965942133,0.10514813621747815,0.9633301678692147,1.0,1.0,0.9689128125656853,1.0,1.0
Facial expression,All 35 participants,Neutral Happy,O,Social Phobia,Social Phobia Raw,35,0.16072794546347335,-0.18228199312570084,0.4688613245483307,0.3563396317943764,0.19955133522667495,0.2504357022013421,P4,0.21851142723328576,0.11762712522204438,0.21851142723328576,0.6733970396615316,1.0,1.0,0.8586366932617443,1.0,1.0
Facial expression,All 35 participants,Neutral Happy,O,Panic Disorder,Panic Disorder Raw,35,0.2611169422429309,-0.07900426239467548,0.5467843274867153,0.12974454140800587,0.3596420821688527,0.03383953706321863,P24,0.29884053019575196,0.23055108460882404,0.29884053019575196,0.4582051347418783,1.0,1.0,0.270716296505749,1.0,1.0
Facial expression,All 35 participants,Neutral Happy,O,Major Depression,Major Depression Raw,35,0.05709192473785264,-0.2815105513586376,0.3830506673336247,0.7446061853464344,0.021101705389728758,0.9042306327852233,P27,-0.0034476182924680163,-0.0034476182924680163,0.08846640086831517,0.940555181490233,1.0,1.0,0.9689128125656853,1.0,1.0
Facial expression,All 35 participants,Neutral Happy,O,Separation Anxiety,Separation Anxiety Raw,35,0.1632096208329198,-0.17981699801736065,0.4708472352537936,0.34886312374308864,0.0068356346802149305,0.9689128125656853,P27,0.0685452203623189,0.0685452203623189,0.19753307952548743,0.6733970396615316,1.0,1.0,0.9689128125656853,1.0,1.0
Facial expression,All 35 participants,Neutral Happy,O,Generalized Anxiety,Generalized Anxiety Raw,35,0.13976843602838554,-0.20293005226583224,0.45196370945398784,0.42325131246444014,0.12809025452405506,0.46337542487399264,P4,0.23229159132734936,0.06320700940995033,0.23229159132734936,0.7432705974985291,1.0,1.0,0.9689128125656853,1.0,1.0
Facial expression,All 35 participants,Neutral Happy,O,Obsessive Compulsive,Obsessive Compulsive Raw,35,0.10956581948755167,-0.23215735439723748,0.4272137515311331,0.5309542163481747,0.07301356795280455,0.676807287621443,P29,0.02731696888694335,0.02731696888694335,0.16758373589841358,0.7801776240218078,1.0,1.0,0.9689128125656853,1.0,1.0
Facial expression,All 35 participants,Neutral Happy,Frontal,Social Phobia,Social Phobia Raw,35,0.11118135782485519,-0.23060945219092305,0.42854978846216873,0.524876869819312,0.03805658821001331,0.8281712604645066,P20,-0.005953057051690967,-0.005953057051690967,0.17013148189578417,0.7801776240218078,1.0,1.0,0.9689128125656853,1.0,1.0
Facial expression,All 35 participants,Neutral Happy,Frontal,Panic Disorder,Panic Disorder Raw,35,0.04463225180807593,-0.2929718219460199,0.37234076966271995,0.7990434794000129,0.10950549630160976,0.5311817981599188,P8,0.1985745136803981,-0.06733560317909199,0.1985745136803981,0.9666355202565626,1.0,1.0,0.9689128125656853,1.0,1.0
Facial expression,All 35 participants,Neutral Happy,Frontal,Major Depression,Major Depression Raw,35,-0.007400935248198336,-0.33980939562948176,0.3266512410592302,0.9663433306192254,-0.02124238342566028,0.9035951327587423,P8,0.04507148090576381,-0.0588429436758084,0.04507148090576381,0.9739435704460515,1.0,1.0,0.9689128125656853,1.0,1.0
Facial expression,All 35 participants,Neutral Happy,Frontal,Separation Anxiety,Separation Anxiety Raw,35,-0.15797122033878458,-0.46665165241783274,0.1850151436477225,0.36475672981666296,-0.2170314010968241,0.2104475599398979,P20,-0.3208931948868723,-0.3208931948868723,-0.09238371440119206,0.6733970396615316,1.0,1.0,0.7576112157836323,1.0,1.0
Facial expression,All 35 participants,Neutral Happy,Frontal,Generalized Anxiety,Generalized Anxiety Raw,35,0.01329398124447452,-0.32137631609472844,0.3450120625723011,0.9395820404750407,0.023095919786970107,0.8952275994421437,P20,-0.06755980509909867,-0.06755980509909867,0.09372817856984617,0.9739435704460515,1.0,1.0,0.9689128125656853,1.0,1.0
Facial expression,All 35 participants,Neutral Happy,Frontal,Obsessive Compulsive,Obsessive Compulsive Raw,35,0.18607591615797578,-0.15689985606682158,0.4889999843620149,0.28451038103473025,0.09037741842111283,0.6056305148726114,P11,0.10012743243386732,0.10012743243386732,0.24523359780542,0.588858208505297,1.0,1.0,0.9689128125656853,1.0,1.0
Facial expression,All 35 participants,Neutral Happy,PO,Social Phobia,Social Phobia Raw,35,0.12987378552817555,-0.21257291261885872,0.44390799633241024,0.457120005672107,0.05504864420046206,0.7534580902970247,P20,0.016117892140619924,0.016117892140619924,0.19246637096291966,0.748014554736175,1.0,1.0,0.9689128125656853,1.0,1.0
Facial expression,All 35 participants,Neutral Happy,PO,Panic Disorder,Panic Disorder Raw,35,0.2572860882675841,-0.08308405853615516,0.5438989040317715,0.13567434264702982,0.3682723603011501,0.029498965221898096,P8,0.3232988069683376,0.20047698672479733,0.3232988069683376,0.4582051347418783,1.0,1.0,0.270716296505749,1.0,1.0
Facial expression,All 35 participants,Neutral Happy,PO,Major Depression,Major Depression Raw,35,0.08850767297708273,-0.2521767949265846,0.40967102148137724,0.6131401618676734,0.10775937552354818,0.5377897807176127,P27,0.018569432871395473,0.018569432871395473,0.1384283678387643,0.8489633010475478,1.0,1.0,0.9689128125656853,1.0,1.0
Facial expression,All 35 participants,Neutral Happy,PO,Separation Anxiety,Separation Anxiety Raw,35,0.19445940126327033,-0.14840416719488483,0.49559024882733577,0.2629765889024459,-0.01552258708632141,0.9294769475731803,P27,0.08305200376808075,0.08305200376808075,0.23774774297402493,0.588858208505297,1.0,1.0,0.9689128125656853,1.0,1.0
Facial expression,All 35 participants,Neutral Happy,PO,Generalized Anxiety,Generalized Anxiety Raw,35,0.22133204014252086,-0.12082643741126801,0.5164837082898655,0.20132680276750592,0.25306326834066634,0.1424395207058863,P27,0.14075503978495385,0.14075503978495385,0.28771232724150114,0.5163560122720237,1.0,1.0,0.6730081732870978,1.0,1.0
Facial expression,All 35 participants,Neutral Happy,PO,Obsessive Compulsive,Obsessive Compulsive Raw,35,0.2489469376121781,-0.09192583956585312,0.5375942807065617,0.14926865090319874,0.22928822216757916,0.18518588583296688,P20,0.18711190657756166,0.18711190657756166,0.2904395851405699,0.4582051347418783,1.0,1.0,0.7216095986051122,1.0,1.0
