Variant,Condition,ROI,RCADS Scale,Score Column,N,Pearson r,Pearson CI 95% Low,Pearson CI 95% High,Pearson p,Spearman rho,Spearman p,Most Influential PID,Pearson r Without Most Influential PID,Leave-One-Out r Minimum,Leave-One-Out r Maximum,Pearson q (BH-FDR),Pearson q (BY-FDR),Pearson p (Holm),Spearman q (BH-FDR),Spearman q (BY-FDR),Spearman p (Holm)
All 35 participants,Neutral Sad,LOT,Obsessive Compulsive,Obsessive Compulsive Raw,35,-0.2705708792062046,-0.5538761755730516,0.06888698508802404,0.11593440862574873,-0.3841396099505252,0.022710640578907287,P11,-0.36256118435675166,-0.36256118435675166,-0.2145470631275123,0.536957034241062,1.0,1.0,0.3716286640184829,1.0,1.0
All 35 participants,Neutral Sad,ROT,Social Phobia,Social Phobia Raw,35,0.3334190914180991,0.00019411513853393142,0.5999992619232433,0.05031078730844411,0.2758049418614987,0.10877881563041972,P27,0.19458970306779033,0.19458970306779033,0.373673624736967,0.4320140211016961,1.0,1.0,0.701117441084541,1.0,1.0
All 35 participants,Neutral Sad,ROT,Panic Disorder,Panic Disorder Raw,35,0.1896379862286855,-0.15329630269180985,0.49180436217186196,0.27522587518908387,-0.04046327124323048,0.8174821992445542,P27,-0.08344381449080783,-0.08344381449080783,0.26914674248365356,0.7108273625444959,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Neutral Sad,ROT,Major Depression,Major Depression Raw,35,0.33329509923191547,5.462144508491466e-05,0.5999099783622538,0.05040163579519788,0.07441868100777675,0.6709332295725705,P27,0.02272899499596856,0.02272899499596856,0.37687033645587037,0.4320140211016961,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Neutral Sad,ROT,Separation Anxiety,Separation Anxiety Raw,35,0.5926118751858659,0.32319097893948845,0.7731685616733636,0.00017618879840571014,0.1053827013199802,0.5468467833438515,P27,-0.038326520811588764,-0.038326520811588764,0.6461930042819182,0.007928495928256956,0.04577079250443664,0.031185417317810694,0.9804540937228138,1.0,1.0
All 35 participants,Neutral Sad,ROT,Generalized Anxiety,Generalized Anxiety Raw,35,0.4138464923639194,0.09349397418359787,0.6565467603207671,0.013459972901202034,-0.06617051865346651,0.7056777608165576,P27,-0.1635309543213693,-0.1635309543213693,0.4793573034303491,0.1863688555551051,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Neutral Sad,ROT,Obsessive Compulsive,Obsessive Compulsive Raw,35,-0.005729030357727946,-0.33832964287564704,0.3281440000234195,0.9739435704460515,-0.040563093307113635,0.8170395331595169,P27,-0.1454503679697349,-0.1454503679697349,0.04990926802666726,0.9793845959792696,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Neutral Sad,O,Social Phobia,Social Phobia Raw,35,-0.1218891057791531,-0.4373700618599551,0.220306078554029,0.48547451062863034,-0.057435957852012706,0.7431188891411139,P29,-0.06486317336465706,-0.16779188171362186,-0.06486317336465706,0.8262747003947434,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Neutral Sad,O,Panic Disorder,Panic Disorder Raw,35,0.10189481766261704,-0.23948365691701523,0.42085090841914,0.5602673203962719,-0.013016157183137077,0.9408424515190807,P35,-0.09724025834598554,-0.09724025834598554,0.15460831952094423,0.8555444119083815,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Neutral Sad,O,Major Depression,Major Depression Raw,35,0.008969188246100754,-0.3252495111626114,0.3411959149383392,0.9592169145243445,-0.01758475449144063,0.9201361467314447,P35,-0.07396862513953377,-0.07396862513953377,0.07854675196827851,0.9793845959792696,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Neutral Sad,O,Separation Anxiety,Separation Anxiety Raw,35,0.01758375845280713,-0.31752338638665095,0.3487865093757558,0.9201406559558178,0.08701193311690257,0.6191757108977032,P27,-0.07224259253662026,-0.07224259253662026,0.06492919542008645,0.9793845959792696,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Neutral Sad,O,Generalized Anxiety,Generalized Anxiety Raw,35,-0.037110741115943924,-0.36583301912800414,0.29984398183637423,0.8323805868875956,-0.008501565565755868,0.9613415732702579,P29,0.1185122898613884,-0.11567220358478372,0.1185122898613884,0.9482816812643495,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Neutral Sad,O,Obsessive Compulsive,Obsessive Compulsive Raw,35,-0.23930511212354244,-0.5302643467571011,0.10208224679582528,0.16619161921046183,-0.14873134212608333,0.39382131816016175,P29,-0.10362556366491243,-0.2941435830242906,-0.10362556366491243,0.6104998256710843,1.0,1.0,0.9801851177210915,1.0,1.0
All 35 participants,Neutral Sad,Frontal,Social Phobia,Social Phobia Raw,35,-0.03764721310928071,-0.36629825171473435,0.29935498026419544,0.8299925419949017,0.0770961879236063,0.6597931152109423,P27,-0.15931786494576267,-0.15931786494576267,0.08021811420919239,0.9482816812643495,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Neutral Sad,Frontal,Panic Disorder,Panic Disorder Raw,35,0.028415772967060424,-0.30774494951409403,0.35826969761838917,0.8712765507180813,-0.0154213166626298,0.9299359113835276,P27,-0.06197611606486124,-0.06197611606486124,0.1055218535767973,0.9793845959792696,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Neutral Sad,Frontal,Major Depression,Major Depression Raw,35,0.11884969614141788,-0.22323848790562045,0.43487256878028957,0.4965012710907888,0.16656279454292564,0.33891332671393193,P27,-0.008873063773817035,-0.008873063773817035,0.22965784229838715,0.8262747003947434,1.0,1.0,0.9677962075942814,1.0,1.0
All 35 participants,Neutral Sad,Frontal,Separation Anxiety,Separation Anxiety Raw,35,0.07908858411821704,-0.26103787396195516,0.4017466938706875,0.6515497662150064,-0.0733406637564727,0.6754381765011488,P27,-0.21722988036224783,-0.21722988036224783,0.12944456296271872,0.8952592207534439,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Neutral Sad,Frontal,Generalized Anxiety,Generalized Anxiety Raw,35,0.18541670054577092,-0.15756574887780878,0.48848030370884715,0.2862505180234083,0.16223820954650783,0.3517782842934667,P27,0.006886722153042153,0.006886722153042153,0.27396005455995565,0.7108273625444959,1.0,1.0,0.9677962075942814,1.0,1.0
All 35 participants,Neutral Sad,Frontal,Obsessive Compulsive,Obsessive Compulsive Raw,35,-0.07221828173572807,-0.39593603455419607,0.2674652124453625,0.6801403284533604,-0.016509890609211163,0.925003621392722,P18,-0.14411161110139453,-0.14411161110139453,-0.023706720462691164,0.9053592936229887,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Neutral Sad,PO,Social Phobia,Social Phobia Raw,35,-0.1328054954031339,-0.4463001466713324,0.2097227428057733,0.44693660980953637,-0.17539733828157425,0.3135410054120647,P4,-0.2115246038508951,-0.2115246038508951,-0.09537671323292994,0.8262747003947434,1.0,1.0,0.9677962075942814,1.0,1.0
All 35 participants,Neutral Sad,PO,Panic Disorder,Panic Disorder Raw,35,-0.21143911134895566,-0.5088326208690506,0.13104074116339562,0.2227285308722205,-0.25126842562229834,0.1453885324854009,P8,-0.29986605753615847,-0.29986605753615847,-0.15297591089897075,0.6795107721525371,1.0,1.0,0.7408551343847037,1.0,1.0
All 35 participants,Neutral Sad,PO,Major Depression,Major Depression Raw,35,-0.0691854069208751,-0.3933626614992229,0.2702929574094745,0.6929054126016404,0.029401709509688734,0.8668493640687649,P6,-0.019468311537429287,-0.10849983008415141,-0.019468311537429287,0.9053592936229887,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Neutral Sad,PO,Separation Anxiety,Separation Anxiety Raw,35,-0.14241997146434437,-0.45411383589472143,0.20033464850984767,0.4144196550018827,-0.08416375200014635,0.6307362834623338,P27,-0.11374786577209746,-0.16718621902396794,-0.11374786577209746,0.8191960886408518,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Neutral Sad,PO,Generalized Anxiety,Generalized Anxiety Raw,35,-0.03872117227021224,-0.36722910379667145,0.2983755195447027,0.8252164512612196,-0.05837741688485696,0.7390535358340957,P27,0.004572020363723631,-0.06659985236477156,0.004572020363723631,0.9482816812643495,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Neutral Sad,PO,Obsessive Compulsive,Obsessive Compulsive Raw,35,-0.015626475586517762,-0.3470656863465379,0.319282723858085,0.9290061417255797,0.05693065727314193,0.7453036770027714,P30,0.028506449327640494,-0.03831023628393384,0.028506449327640494,0.9793845959792696,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Neutral Sad,CP,Social Phobia,Social Phobia Raw,35,-0.2482152200970767,-0.5370395380116217,0.09269910365013406,0.15050711592113242,-0.16472464195699488,0.3443459279455363,P27,-0.1782711785557587,-0.288035408439903,-0.1782711785557587,0.5780340161155546,1.0,1.0,0.9677962075942814,1.0,1.0
All 35 participants,Neutral Sad,CP,Panic Disorder,Panic Disorder Raw,35,-0.08936211052766833,-0.4103874742882149,0.25137013990780555,0.609703529939954,-0.009903597856734732,0.9549722361328196,P4,0.02490043825161282,-0.18005292672297052,0.02490043825161282,0.8555444119083815,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Neutral Sad,CP,Major Depression,Major Depression Raw,35,-0.023832860397246015,-0.3542657490161567,0.31189078891744554,0.8919038188690434,0.16121702917752767,0.3548586094512365,P27,0.08857716433544069,-0.06356118646974264,0.08857716433544069,0.9793845959792696,1.0,1.0,0.9677962075942814,1.0,1.0
All 35 participants,Neutral Sad,CP,Separation Anxiety,Separation Anxiety Raw,35,-0.2338325451576346,-0.5260845373216244,0.10781539405931918,0.176387579736796,-0.050982441989936365,0.7711649342663698,P27,-0.058856633569816755,-0.28464444894758584,-0.058856633569816755,0.6105723913966016,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Neutral Sad,CP,Generalized Anxiety,Generalized Anxiety Raw,35,-0.12234240726678727,-0.43774212465245893,0.2198682045531495,0.48384087316304075,0.04378306266364272,0.8027909910675317,P27,0.029118393911950643,-0.16585985387492505,0.029118393911950643,0.8262747003947434,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Neutral Sad,CP,Obsessive Compulsive,Obsessive Compulsive Raw,35,-0.013688058687915422,-0.3453592476410596,0.32102283095690487,0.9377944682110183,0.1746347911853629,0.3156827030424901,P30,0.07599412457480557,-0.047057430764413474,0.07599412457480557,0.9793845959792696,1.0,1.0,0.9677962075942814,1.0,1.0
All 35 participants,Positive Valence,LOT,Social Phobia,Social Phobia Raw,35,0.05050141961141554,-0.28758501498137734,0.37739659698295974,0.7732673479884243,-0.03243937961812943,0.8532347917977191,P27,-0.17123685706371872,-0.17123685706371872,0.18977552977264758,0.9462356992894889,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Positive Valence,LOT,Panic Disorder,Panic Disorder Raw,35,0.06430667211414634,-0.2748294612807066,0.38921240408904845,0.7136138160405125,-0.07286218423169125,0.6774412734005798,P27,-0.10565874498965022,-0.10565874498965022,0.11660045850029264,0.910996360902782,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Positive Valence,LOT,Major Depression,Major Depression Raw,35,0.40071333848171153,0.07786453913602912,0.6474956824190051,0.017056605761242793,0.23099333499956415,0.18184903604195782,P27,0.2511682269495407,0.2511682269495407,0.4455262868759236,0.2192992169302645,1.0,1.0,0.7616990207498406,1.0,1.0
All 35 participants,Positive Valence,LOT,Separation Anxiety,Separation Anxiety Raw,35,0.34501848350832165,0.013301268485797326,0.6083224175190703,0.04237350555890463,-0.05596675894425975,0.7494767318429776,P27,-0.09266368406568107,-0.09266368406568107,0.42705285427098627,0.412914872100874,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Positive Valence,LOT,Generalized Anxiety,Generalized Anxiety Raw,35,0.3206023267269607,-0.014156715951337164,0.5907349727223205,0.06041775414055514,0.10938681027939218,0.5316297036538451,P27,0.019024415799255873,0.019024415799255873,0.46262462230153,0.4728345976217359,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Positive Valence,LOT,Obsessive Compulsive,Obsessive Compulsive Raw,35,0.1273880791578003,-0.2149849275496211,0.44187625332559066,0.46585059995414146,0.06205441642772472,0.723243186274142,P30,0.1905065541830313,0.07919377752852907,0.1905065541830313,0.8262747003947434,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Positive Valence,ROT,Social Phobia,Social Phobia Raw,35,0.29375550703516307,-0.04377644543334477,0.5710957690939631,0.08675200641906353,0.19070423169445783,0.2724855249901321,P27,0.06958853932754491,0.06958853932754491,0.33051482796821374,0.49040454861723204,1.0,1.0,0.9677962075942814,1.0,1.0
All 35 participants,Positive Valence,ROT,Panic Disorder,Panic Disorder Raw,35,0.246092358285598,-0.0949401757891714,0.5354287012955875,0.15414240429748122,0.15775016586084611,0.3654367637735564,P27,0.10716431597105712,0.10716431597105712,0.28966862368342666,0.5780340161155546,1.0,1.0,0.9801851177210915,1.0,1.0
All 35 participants,Positive Valence,ROT,Major Depression,Major Depression Raw,35,0.38670469380443834,0.061366302037899514,0.6377638806901369,0.021745720037017347,0.3124459178039172,0.0676430399985184,P27,0.28331926546461667,0.28331926546461667,0.40974143757611226,0.2609486404442082,1.0,1.0,0.5542841576346338,1.0,1.0
All 35 participants,Positive Valence,ROT,Separation Anxiety,Separation Anxiety Raw,35,0.6505847342785508,0.4051841957232706,0.8085364426892896,2.326332498915905e-05,0.1630583689342937,0.3493160591032062,P27,0.13492185593604156,0.13492185593604156,0.6789812569665666,0.0020936992490243143,0.012086816309288888,0.00416413517305947,0.9677962075942814,1.0,1.0
All 35 participants,Positive Valence,ROT,Generalized Anxiety,Generalized Anxiety Raw,35,0.5120251149421723,0.2155596413888808,0.7220652350095306,0.0016650832761693868,0.23322628202056933,0.1775438684349922,P27,0.1762205141744657,0.1762205141744657,0.6149300097227544,0.042816427101498515,0.24717699528097842,0.2897244900534733,0.7616990207498406,1.0,1.0
All 35 participants,Positive Valence,ROT,Obsessive Compulsive,Obsessive Compulsive Raw,35,0.09259438015900483,-0.24831433969888017,0.41309417795534664,0.596777617096885,0.25077954528819024,0.1461994563764916,P27,0.2758166315900892,0.07411932904374396,0.2758166315900892,0.8555444119083815,1.0,1.0,0.7408551343847037,1.0,1.0
All 35 participants,Positive Valence,O,Social Phobia,Social Phobia Raw,35,-0.08950226444891121,-0.41050495666312303,0.2512377785812172,0.6091405973772677,0.03819701842481041,0.8275466985533675,P25,-0.014754062328844424,-0.12013827212425186,-0.014754062328844424,0.8555444119083815,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Positive Valence,O,Panic Disorder,Panic Disorder Raw,35,-0.13346379884173568,-0.4468366789699683,0.20908194755207735,0.4446670194651404,-0.07753102322129476,0.6579906197547154,P4,0.03668558824420041,-0.16066323923671902,0.03668558824420041,0.8262747003947434,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Positive Valence,O,Major Depression,Major Depression Raw,35,0.06771168926394341,-0.27166488832718444,0.39211038590317504,0.6991385656310858,0.10494581480491769,0.5485194653001609,P4,0.26643667184659914,-0.005568545102065172,0.26643667184659914,0.9053592936229887,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Positive Valence,O,Separation Anxiety,Separation Anxiety Raw,35,0.03764807452126477,-0.2993541949329839,0.3662989986056408,0.8299887087142558,0.12802574119819216,0.46360254299210335,P4,0.28958815312688585,-0.024503949194403303,0.28958815312688585,0.9482816812643495,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Positive Valence,O,Generalized Anxiety,Generalized Anxiety Raw,35,0.03971871970012361,-0.2974651105722569,0.3680931370833535,0.820785694057081,0.011193727994911895,0.9491136755820238,P4,0.13413962733429055,-0.004120298099433427,0.13413962733429055,0.9482816812643495,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Positive Valence,O,Obsessive Compulsive,Obsessive Compulsive Raw,35,0.007094904505602779,-0.32692460503250553,0.33953866001649846,0.9677343039208599,-0.024622509270633888,0.8883443217798542,P4,0.06829965384099097,-0.035918178442640704,0.06829965384099097,0.9793845959792696,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Positive Valence,Frontal,Social Phobia,Social Phobia Raw,35,-0.06631200932904342,-0.39091990880728394,0.272966619271789,0.7050765417080032,0.05336348162289689,0.7607819381982373,P25,0.13495195862049922,-0.13825062705076788,0.13495195862049922,0.906526982196004,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Positive Valence,Frontal,Panic Disorder,Panic Disorder Raw,35,-0.06973543231616663,-0.3938297315700145,0.2697805676353599,0.6905841017444035,-0.012167277366845529,0.944694447688643,P35,0.030872540737853792,-0.12712592333945097,0.030872540737853792,0.9053592936229887,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Positive Valence,Frontal,Major Depression,Major Depression Raw,35,0.23656289216065932,-0.10495787716831173,0.528171674335745,0.17124648007723117,0.13237803181156504,0.4484137070452239,P25,0.1226915516623346,0.1226915516623346,0.2943773794585653,0.6105723913966016,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Positive Valence,Frontal,Separation Anxiety,Separation Anxiety Raw,35,0.11779552753733129,-0.22425410111366176,0.4340052178777996,0.500355235239039,-0.035887082071128396,0.8378330592190215,P27,-0.030982216387348625,-0.030982216387348625,0.1850224649618524,0.8262747003947434,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Positive Valence,Frontal,Generalized Anxiety,Generalized Anxiety Raw,35,0.11921637861259723,-0.222885042368226,0.43517413110547626,0.49516425463163116,0.07283007834664193,0.6775757589160918,P27,0.01289083688116818,0.01289083688116818,0.21605594469296394,0.8262747003947434,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Positive Valence,Frontal,Obsessive Compulsive,Obsessive Compulsive Raw,35,0.15316707716704975,-0.1897655566934588,0.46279162676455676,0.3797053157791313,0.09663979072115844,0.5807699438840831,P30,0.2636043419655383,0.08501769060095002,0.2636043419655383,0.7855972050602716,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Positive Valence,PO,Social Phobia,Social Phobia Raw,35,-0.1123983508975891,-0.4295553160200182,0.2294422662572737,0.5203213204319947,-0.04886971474938978,0.7804108172865819,P25,-0.04203550201645682,-0.17193364254319504,-0.04203550201645682,0.8396877820000367,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Positive Valence,PO,Panic Disorder,Panic Disorder Raw,35,-0.16401950705471655,-0.47149465632905113,0.17901162192760622,0.3464439151516191,-0.16892708344201815,0.3320033553456284,P4,-0.07492381723755581,-0.24826318159001778,-0.07492381723755581,0.7606479053956244,1.0,1.0,0.9677962075942814,1.0,1.0
All 35 participants,Positive Valence,PO,Major Depression,Major Depression Raw,35,0.04729949559731935,-0.29052644103913344,0.37464080438979785,0.7873018471742372,0.07554410529522894,0.6662421796380618,P25,-0.02533564296197716,-0.02533564296197716,0.11120867521898631,0.9462356992894889,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Positive Valence,PO,Separation Anxiety,Separation Anxiety Raw,35,0.018296779539842222,-0.3168819012552427,0.34941283574387577,0.9169133317792164,-0.01837076820307763,0.9165785131917422,P27,-0.1236467071201427,-0.1236467071201427,0.10782393857755566,0.9793845959792696,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Positive Valence,PO,Generalized Anxiety,Generalized Anxiety Raw,35,0.12246790740382855,-0.21974695126103536,0.4378451141183778,0.4833890908582374,0.14863570464129844,0.3941289652012465,P24,0.20225994237700828,0.04287861357156299,0.20225994237700828,0.8262747003947434,1.0,1.0,0.9801851177210915,1.0,1.0
All 35 participants,Positive Valence,PO,Obsessive Compulsive,Obsessive Compulsive Raw,35,0.07524522148529117,-0.2646371553331036,0.3984993120882067,0.6674867974175519,0.13350239130551783,0.4445341615965148,P24,0.15443594401506966,0.035209685311164245,0.15443594401506966,0.9033655904899198,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Positive Valence,CP,Social Phobia,Social Phobia Raw,35,-0.20659070882857022,-0.5050656832559858,0.13602023590579618,0.23376448424788962,-0.027664752315028126,0.8746514761212861,P25,-0.0008462112468549249,-0.24241252221354745,-0.0008462112468549249,0.6824974599040786,1.0,1.0,0.9804540937228138,1.0,1.0
All 35 participants,Positive Valence,CP,Panic Disorder,Panic Disorder Raw,35,-0.019463663466848996,-0.3504372027350557,0.3158314264477285,0.9116345422516661,-0.07399402398674663,0.6727065013266345,P25,-0.07777254824993671,-0.07777254824993671,0.01122686024686747,0.9793845959792696,1.0,1.0,0.9804540937228138,1.0,1.0
